89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
93,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
96,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
101,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
107,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
111,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
113,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
117,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
118,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
121,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
122,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
130,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
132,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
133,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
139,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
140,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
141,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
144,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
150,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
151,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
152,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
153,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
154,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
155,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
157,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
161,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
164,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
165,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
166,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
172,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
179,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
180,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
184,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
185,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
186,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
195,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
197,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
198,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0
199,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
201,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
205,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
207,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
209,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
214,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
215,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
216,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
218,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
219,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
222,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
223,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
225,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
229,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
231,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
232,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
235,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
237,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
241,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
243,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
245,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
247,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
248,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
250,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
252,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
257,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
259,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
260,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
261,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
262,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
263,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
264,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
265,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
266,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
267,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
269,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
270,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
271,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
