2,6910,2
2,9331,2
2,7052,1
2,1280,1
2,2394,4
2,3280,2
2,8330,4
2,4694,4
2,9360,1
2,2331,2
2,1721,1
2,5760,5
2,9424,2
2,9560,1
2,8117,5
2,5973,4
2,7234,3
2,2306,4
2,9700,2
2,4520,4
2,4235,3
2,2190,3
2,2102,3
2,2704,4
2,8501,5
2,7000,3
2,7034,2
2,7950,2
2,7330,3
2,8210,5
2,6200,2
2,5779,4
2,2332,3
2,7490,2
2,8499,5
2,8160,4
2,1050,2
2,9903,2
2,6360,3
2,5950,4
2,9620,4
2,6370,2
2,6830,2
2,6315,1
2,1931,2
2,7545,4
2,4220,3
2,8178,5
2,2501,4
2,5010,5
2,4659,3
2,5000,3
2,4311,3
2,1910,3
2,5200,4
2,8185,5
2,4670,3
2,8490,3
2,2370,5
2,8030,5
2,6260,2
2,1120,3
2,1670,2
2,5891,4
2,8370,5
2,5621,5
2,8186,5
2,8179,5
2,1300,2
2,6230,1
3,6910,1
3,9331,1
3,7052,3
3,1280,1
3,2394,1
3,3280,1
3,8330,3
3,4694,1
3,9360,2
3,2331,3
3,1721,5
3,5760,4
3,9424,1
3,9560,1
3,8117,1
3,5973,1
3,7234,1
3,2306,2
3,9700,1
3,4520,2
3,4235,1
3,2190,1
3,2102,1
3,2704,1
3,8501,1
3,7000,1
3,7034,1
3,7950,1
3,7330,5
3,8210,3
3,6200,1
3,5779,5
3,2332,5
3,7490,2
3,8499,5
3,8160,1
3,1050,5
3,9903,1
3,6360,1
3,5950,5
3,9620,3
3,6370,1
3,6830,1
3,6315,1
3,1931,5
3,7545,4
3,4220,1
3,8178,1
3,2501,2
3,5010,5
3,4659,1
3,5000,5
3,4311,1
3,1910,5
3,5200,5
3,8185,4
3,4670,1
3,8490,5
3,2370,4
3,8030,3
3,6260,1
3,1120,5
3,1670,3
3,5891,2
3,8370,3
3,5621,5
3,8186,5
3,8179,5
3,1300,1
3,6230,1
4,6910,2
4,9331,2
4,7052,3
4,1280,2
4,2394,2
4,3280,1
4,8330,3
4,4694,3
4,9360,2
4,2331,1
4,1721,2
4,5760,3
4,9424,3
4,9560,2
4,8117,1
4,5973,2
4,7234,1
4,2306,2
4,9700,2
4,4520,1
4,4235,3
4,2190,2
4,2102,2
4,2704,1
4,8501,2
4,7000,2
4,7034,2
4,7950,1
4,7330,3
4,8210,3
4,6200,2
4,5779,2
4,2332,2
4,7490,4
4,8499,3
4,8160,2
4,1050,4
4,9903,2
4,6360,1
4,5950,4
4,9620,3
4,6370,2
4,6830,2
4,6315,2
4,1931,3
4,7545,4
4,4220,4
4,8178,2
4,2501,2
4,5010,3
4,4659,3
4,5000,3
4,4311,4
4,1910,4
4,5200,3
4,8185,3
4,4670,3
4,8490,2
4,2370,2
4,8030,2
4,6260,2
4,1120,3
4,1670,2
4,5891,3
4,8370,3
4,5621,4
4,8186,3
4,8179,4
4,1300,3
4,6230,2
6,6910,4
6,9331,4
6,7052,4
6,1280,2
6,2394,3
6,3280,3
6,8330,4
6,4694,4
6,9360,4
6,2331,1
6,1721,2
6,5760,1
6,9424,3
6,9560,1
6,8117,4
6,5973,2
6,7234,2
6,2306,2
6,9700,2
6,4520,2
6,4235,2
6,2190,2
6,2102,1
6,2704,1
6,8501,1
6,7000,1
6,7034,1
6,7950,1
6,7330,5
6,8210,4
6,6200,2
6,5779,2
6,2332,1
6,7490,1
6,8499,1
6,8160,5
6,1050,2
6,9903,1
